id,snapshot_id,period,period_type,year,month,account_code,account_name,account_group,actual,target
nr_2025_06_nr053_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR053_KEWAJIBAN_JANGKA_PANJANG,KEWAJIBAN JANGKA PANJANG,kewajiban,186061016983.0,182988578295.0
nr_2025_06_nr054_pinjaman_ki_bri,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR054_PINJAMAN_KI_BANK,PINJAMAN KI DARI BANK,kewajiban,0.0,0.0
nr_2025_06_nr055_kewajiban_imbalan_pasca_kerja,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR055_KEWAJIBAN_IMBALAN_PASCA_KERJA,KEWAJIBAN IMBALAN PASCA KERJA,kewajiban,182226582330.0,182633568732.0
nr_2025_06_nr056_total_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR056_TOTAL_KEWAJIBAN_JANGKA_PANJANG,TOTAL KEWAJIBAN JANGKA PANJANG,kewajiban,188414073630.0,179032247733.0
nr_2025_06_nr057_ekuitas,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR057_EKUITAS,EKUITAS,ekuitas,607163425084.0,802607591583.0
nr_2025_06_nr058_cadangan_risiko_umum,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR058_CADANGAN_RISIKO_UMUM,CADANGAN RISIKO UMUM,ekuitas,25128711598.0,30220306049.0
nr_2025_06_nr059_modal_saham,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR059_MODAL_SAHAM,MODAL SAHAM,ekuitas,9044518927.0,9424306501.0
nr_2025_06_nr060_laba_ditahan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR060_LABA_DITAHAN,LABA DITAHAN,ekuitas,434072540974.0,439056095167.0
nr_2025_06_nr061_laba_setelah_pajak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR061_LABA_SETELAH_PAJAK,LABA SETELAH PAJAK,ekuitas,0.0,0.0
nr_2025_06_nr062_total_ekuitas_sebelum_rl,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR062_TOTAL_EKUITAS_SEBELUM_RL,TOTAL EKUITAS SBLM R/L BERJALAN,ekuitas,472671008412.0,504751625414.0
nr_2025_06_nr063_rugi_laba_tahun_lalu,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR063_RUGI_LABA_TAHUN_LALU,RUGI/LABA TAHUN LALU,ekuitas,0.0,0.0
nr_2025_06_nr064_bagian_laba_perusahaan_anak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR064_BAGIAN_LABA_PERUSAHAAN_ANAK,BAGIAN LABA PERUSAHAAN ANAK,ekuitas,46902641166.0,45037571386.0
nr_2025_06_nr065_rugi_laba_tahun_berjalan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR065_RUGI_LABA_TAHUN_BERJALAN,RUGI/LABA TAHUN BERJALAN,ekuitas,93883319497.0,263937048406.0
nr_2025_06_nr066_total_pasiva,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR066_TOTAL_PASIVA,TOTAL PASIVA,pasiva,989864626775.0,1170724583515.0
nr_2025_06_nr028_kendaraan_gross,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,NR028_KENDARAAN_GROSS,KENDARAAN UNTUK DISEWAKAN (GROSS),aset,6702697736.0,7424050342.0
nr_2025_06_1101,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,1101,Kas dan Setara Kas,aset,277043572518.0,449486741658.0
nr_2025_06_1102,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,1102,Piutang Bersih,aset,390449837602.0,355973357935.0
nr_2025_06_1103,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,1103,Aset Lancar Lainnya,aset,35786508047.0,99213842980.0
nr_2025_06_1104,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,1104,Aset Tidak Lancar,aset,259416480602.0,274986662017.0
nr_2025_06_1105,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,1105,Jumlah Piutang,aset,423907421859.0,351110813002.0
nr_2025_06_1106,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,1106,Total Aset Lancar,aset,682842722328.0,918025442813.0
nr_2025_06_2101,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,2101,Kewajiban Lancar,kewajiban,153876760268.0,203675230764.0
nr_2025_06_2102,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,2102,Kewajiban Jangka Panjang,kewajiban,178094880926.0,179443411450.0
nr_2025_06_3101,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,3101,Ekuitas,ekuitas,629397927553.0,782876633938.0
nr_2025_07_nr005_total_aset,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR005_TOTAL_ASET,TOTAL ASET,aset,934319431395.0,1167847074819.0
nr_2025_07_nr006_aset_lancar,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR006_ASET_LANCAR,ASET LANCAR,aset,712231635535.0,881984038735.0
nr_2025_07_nr007_kas,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR007_KAS,KAS,aset,582227310.0,1196932507.0
nr_2025_07_nr008_bank,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR008_BANK,BANK,aset,42703132965.0,75183218544.0
nr_2025_07_nr009_deposito,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR009_DEPOSITO,DEPOSITO,aset,892705500.0,197890384818.0
nr_2025_07_nr010_deposito_dijaminkan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR010_DEPOSITO_DIJAMINKAN,DEPOSITO YANG DI JAMINKAN,aset,226059855472.0,182192546598.0
nr_2025_07_nr011_persediaan_meterai,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR011_PERSEDIAAN_METERAI,PERSEDIAAN METERAI,aset,7543477.0,2642332.0
nr_2025_07_nr012_surat_surat_berharga,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR012_SURAT_SURAT_BERHARGA,SURAT SURAT BERHARGA,aset,0.0,0.0
nr_2025_07_nr013_piutang_captive,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR013_PIUTANG_CAPTIVE,PIUTANG CAPTIVE,aset,2396401586.0,21403512087.0
nr_2025_07_nr014_piutang_non_captive,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR014_PIUTANG_NON_CAPTIVE,PIUTANG NON CAPTIVE,aset,404406914732.0,344178653358.0
nr_2025_07_nr015_piutang_jasa_pendidikan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR015_PIUTANG_JASA_PENDIDIKAN,PIUTANG JASA PENDIDIKAN,aset,850692786.0,2753847151.0
nr_2025_07_nr016_jumlah_piutang,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR016_JUMLAH_PIUTANG,JUMLAH PIUTANG,aset,405471620853.0,356449275176.0
nr_2025_07_nr017_penyisihan_piutang,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR017_PENYISIHAN_PIUTANG,PENYISIHAN PENGHAPUSAN PIUTANG,aset,-24599915672.0,-13612140470.0
nr_2025_07_nr018_piutang_bersih,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR018_PIUTANG_BERSIH,PIUTANG BERSIH,aset,373385831336.0,344050915437.0
nr_2025_07_nr019_piutang_lainnya,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR019_PIUTANG_LAINNYA,PIUTANG LAINNYA,aset,178306237.0,25845595609.0
nr_2025_07_nr020_piutang_inter_company,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR020_PIUTANG_INTER_COMPANY,PIUTANG INTER COMPANY,aset,34730612.0,0.0
nr_2025_07_nr021_uang_muka,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR021_UANG_MUKA,UANG MUKA,aset,9775799571.0,2374256982.0
nr_2025_07_nr022_pajak_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR022_PAJAK_DIBAYAR_DIMUKA,PAJAK DIBAYAR DIMUKA,aset,30351579310.0,69261317627.0
nr_2025_07_nr023_biaya_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR023_BIAYA_DIBAYAR_DIMUKA,BIAYA DIBAYAR DIMUKA,aset,1935673809.0,4758449748.0
nr_2025_07_nr024_total_aktiva_lancar,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR024_TOTAL_AKTIVA_LANCAR,TOTAL AKTIVA LANCAR,aset,673646152870.0,897175460647.0
nr_2025_07_nr025_aktiva_tidak_lancar,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR025_AKTIVA_TIDAK_LANCAR,AKTIVA TIDAK LANCAR,aset,261732344949.0,282508924910.0
nr_2025_07_nr026_aset_lain_lain,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR026_ASET_LAIN_LAIN,ASET LAIN-LAIN,aset,26150937764.0,24423807314.0
nr_2025_07_nr027_investasi_asosiasi,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR027_INVESTASI_ASOSIASI,INVESTASI DALAM ENTITAS ASOSIASI,aset,32363146263.0,28585266639.0
nr_2025_07_nr028_kendaraan_disewakan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR028_KENDARAAN_DISEWAKAN,KENDARAAN UNTUK DISEWAKAN,aset,0.0,1237639020.0
nr_2025_07_nr029_akumulasi_penyusutan_kendaraan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR029_AKUMULASI_PENYUSUTAN_KENDARAAN,AKUMULASI PENYUSUTAN,aset,-6864084438.0,-6279026773.0
nr_2025_07_nr030_nilai_buku_kendaraan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR030_NILAI_BUKU_KENDARAAN,NILAI BUKU,aset,0.0,1272207145.0
nr_2025_07_nr031_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR031_ASET_TETAP,ASET TETAP,aset,178073706612.0,214121839459.0
nr_2025_07_nr032_harga_perolehan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR032_HARGA_PEROLEHAN_ASET_TETAP,HARGA PEROLEHAN AKTIVA TETAP,aset,245809552764.0,288960933809.0
nr_2025_07_nr033_akumulasi_penyusutan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR033_AKUMULASI_PENYUSUTAN_ASET_TETAP,AKUMULASI PENYUSUTAN,aset,-67548216596.0,-71578976049.0
nr_2025_07_nr034_nilai_buku_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR034_NILAI_BUKU_ASET_TETAP,NILAI BUKU,aset,184088480576.0,221120366738.0
nr_2025_07_nr035_aktiva_lain_lain,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR035_AKTIVA_LAIN_LAIN,AKTIVA LAIN-LAIN,aset,7767539432.0,7442933926.0
nr_2025_07_nr036_aset_piutang_lain,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR036_ASET_PIUTANG_LAIN,ASET PIUTANG LAIN,aset,0.0,0.0
nr_2025_07_nr037_aset_dalam_penyelesaian,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR037_ASET_DALAM_PENYELESAIAN,ASET DALAM PENYELESAIAN,aset,7865018626.0,7530300706.0
nr_2025_07_nr038_renovasi_bangunan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR038_RENOVASI_BANGUNAN,RENOVASI BANGUNAN YANG DISEWA,aset,0.0,0.0
nr_2025_07_nr039_uang_jaminan_proyek,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR039_UANG_JAMINAN_PROYEK,UANG JAMINAN PROYEK,aset,109335267.0,107719757.0
nr_2025_07_nr040_jaminan_bank_garansi,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR040_JAMINAN_BANK_GARANSI,JAMINAN BANK GARANSI,aset,20968702.0,21016478.0
nr_2025_07_nr041_total_aktiva,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR041_TOTAL_AKTIVA,TOTAL AKTIVA,aset,925338018806.0,1156742074838.0
nr_2025_07_nr042_total_pasiva_section,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR042_TOTAL_PASIVA_SECTION,TOTAL PASIVA,pasiva,924044928557.0,1185062169368.0
nr_2025_07_nr043_kewajiban_lancar,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR043_KEWAJIBAN_LANCAR,KEWAJIBAN LANCAR,kewajiban,133667525100.0,203270388933.0
nr_2025_07_nr044_hutang_pajak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR044_HUTANG_PAJAK,HUTANG PAJAK,kewajiban,4472408231.0,46028332244.0
nr_2025_07_nr045_bpjs_dplk,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR045_BPJS_DPLK,BY YMH DIBAYAR BPJS DAN DPLK,kewajiban,3291612625.0,16321231432.0
nr_2025_07_nr046_hutang_dividen,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR046_HUTANG_DIVIDEN,HUTANG DIVIDEN,kewajiban,0.0,0.0
nr_2025_07_nr047_biaya_masih_harus_dibayar,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR047_BIAYA_MASIH_HARUS_DIBAYAR,BIAYA YANG MASIH HARUS DIBAYAR,kewajiban,45309436885.0,69774453804.0
nr_2025_07_nr048_pinjaman_modal_kerja,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR048_PINJAMAN_MODAL_KERJA,PINJAMAN MODAL KERJA,kewajiban,48187737476.0,0.0
nr_2025_07_nr049_pinjaman_pemegang_saham,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR049_PINJAMAN_PEMEGANG_SAHAM,PINJAMAN KE PEMEGANG SAHAM,kewajiban,0.0,0.0
nr_2025_07_nr050_kewajiban_lancar_lainnya,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR050_KEWAJIBAN_LANCAR_LAINNYA,KEWAJIBAN LANCAR LAINNYA,kewajiban,29306067917.0,66361709605.0
nr_2025_07_nr051_total_kewajiban_lancar,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR051_TOTAL_KEWAJIBAN_LANCAR,TOTAL KEWAJIBAN LANCAR,kewajiban,128033383879.0,193612719567.0
nr_2025_07_nr053_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR053_KEWAJIBAN_JANGKA_PANJANG,KEWAJIBAN JANGKA PANJANG,kewajiban,181101334613.0,179948924437.0
nr_2025_07_nr054_pinjaman_ki_bri,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR054_PINJAMAN_KI_BANK,PINJAMAN KI DARI BANK,kewajiban,0.0,0.0
nr_2025_07_nr055_kewajiban_imbalan_pasca_kerja,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR055_KEWAJIBAN_IMBALAN_PASCA_KERJA,KEWAJIBAN IMBALAN PASCA KERJA,kewajiban,180079059693.0,184262166337.0
nr_2025_07_nr056_total_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR056_TOTAL_KEWAJIBAN_JANGKA_PANJANG,TOTAL KEWAJIBAN JANGKA PANJANG,kewajiban,177982472968.0,185270296261.0
nr_2025_07_nr057_ekuitas,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR057_EKUITAS,EKUITAS,ekuitas,631070574528.0,796168828683.0
nr_2025_07_nr058_cadangan_risiko_umum,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR058_CADANGAN_RISIKO_UMUM,CADANGAN RISIKO UMUM,ekuitas,25576206541.0,29938908570.0
nr_2025_07_nr059_modal_saham,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR059_MODAL_SAHAM,MODAL SAHAM,ekuitas,9651090687.0,9253595708.0
nr_2025_07_nr060_laba_ditahan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR060_LABA_DITAHAN,LABA DITAHAN,ekuitas,462681313808.0,450185155673.0
nr_2025_07_nr061_laba_setelah_pajak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR061_LABA_SETELAH_PAJAK,LABA SETELAH PAJAK,ekuitas,0.0,0.0
nr_2025_07_nr062_total_ekuitas_sebelum_rl,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR062_TOTAL_EKUITAS_SEBELUM_RL,TOTAL EKUITAS SBLM R/L BERJALAN,ekuitas,469938661596.0,483931077914.0
nr_2025_07_nr063_rugi_laba_tahun_lalu,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR063_RUGI_LABA_TAHUN_LALU,RUGI/LABA TAHUN LALU,ekuitas,0.0,0.0
nr_2025_07_nr064_bagian_laba_perusahaan_anak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR064_BAGIAN_LABA_PERUSAHAAN_ANAK,BAGIAN LABA PERUSAHAAN ANAK,ekuitas,46969604739.0,44959928565.0
nr_2025_07_nr065_rugi_laba_tahun_berjalan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR065_RUGI_LABA_TAHUN_BERJALAN,RUGI/LABA TAHUN BERJALAN,ekuitas,102698405679.0,263343329738.0
nr_2025_07_nr066_total_pasiva,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR066_TOTAL_PASIVA,TOTAL PASIVA,pasiva,916322491783.0,1155893556366.0
nr_2025_07_nr028_kendaraan_gross,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,NR028_KENDARAAN_GROSS,KENDARAAN UNTUK DISEWAKAN (GROSS),aset,6945880329.0,7497496297.0
nr_2025_07_1101,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,1101,Kas dan Setara Kas,aset,268647846406.0,446345213112.0
nr_2025_07_1102,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,1102,Piutang Bersih,aset,384720770553.0,348521198466.0
nr_2025_07_1103,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,1103,Aset Lancar Lainnya,aset,41408287835.0,99220817675.0
nr_2025_07_1104,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,1104,Aset Tidak Lancar,aset,252643813575.0,289474809728.0
nr_2025_07_1105,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,1105,Jumlah Piutang,aset,409063308626.0,352981957316.0
nr_2025_07_1106,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,1106,Total Aset Lancar,aset,707561775277.0,897712724779.0
nr_2025_07_2101,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,2101,Kewajiban Lancar,kewajiban,127206340903.0,197731414858.0
nr_2025_07_2102,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,2102,Kewajiban Jangka Panjang,kewajiban,173177182105.0,176728307549.0
nr_2025_07_3101,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,3101,Ekuitas,ekuitas,637991707810.0,822451844071.0
nr_2025_08_nr005_total_aset,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR005_TOTAL_ASET,TOTAL ASET,aset,928073360903.0,1154230619550.0
nr_2025_08_nr006_aset_lancar,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR006_ASET_LANCAR,ASET LANCAR,aset,731395249401.0,930025024368.0
nr_2025_08_nr007_kas,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR007_KAS,KAS,aset,513921404.0,1254952940.0
nr_2025_08_nr008_bank,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR008_BANK,BANK,aset,42625050778.0,75654360225.0
nr_2025_08_nr009_deposito,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR009_DEPOSITO,DEPOSITO,aset,866905039.0,201676154994.0
nr_2025_08_nr010_deposito_dijaminkan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR010_DEPOSITO_DIJAMINKAN,DEPOSITO YANG DI JAMINKAN,aset,218507279234.0,183697824690.0
nr_2025_08_nr011_persediaan_meterai,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR011_PERSEDIAAN_METERAI,PERSEDIAAN METERAI,aset,6402047.0,2663824.0
nr_2025_08_nr012_surat_surat_berharga,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR012_SURAT_SURAT_BERHARGA,SURAT SURAT BERHARGA,aset,0.0,0.0
nr_2025_08_nr013_piutang_captive,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR013_PIUTANG_CAPTIVE,PIUTANG CAPTIVE,aset,12386214926.0,21036533852.0
nr_2025_08_nr014_piutang_non_captive,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR014_PIUTANG_NON_CAPTIVE,PIUTANG NON CAPTIVE,aset,402593806716.0,326817614821.0
nr_2025_08_nr015_piutang_jasa_pendidikan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR015_PIUTANG_JASA_PENDIDIKAN,PIUTANG JASA PENDIDIKAN,aset,1106116197.0,2669461889.0
nr_2025_08_nr016_jumlah_piutang,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR016_JUMLAH_PIUTANG,JUMLAH PIUTANG,aset,422436102064.0,358667365820.0
nr_2025_08_nr017_penyisihan_piutang,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR017_PENYISIHAN_PIUTANG,PENYISIHAN PENGHAPUSAN PIUTANG,aset,-28504559056.0,-13750727424.0
nr_2025_08_nr018_piutang_bersih,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR018_PIUTANG_BERSIH,PIUTANG BERSIH,aset,381084126379.0,353928535829.0
nr_2025_08_nr019_piutang_lainnya,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR019_PIUTANG_LAINNYA,PIUTANG LAINNYA,aset,179495941.0,24892625910.0
nr_2025_08_nr020_piutang_inter_company,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR020_PIUTANG_INTER_COMPANY,PIUTANG INTER COMPANY,aset,61653776.0,0.0
nr_2025_08_nr021_uang_muka,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR021_UANG_MUKA,UANG MUKA,aset,8172874997.0,2427263021.0
nr_2025_08_nr022_pajak_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR022_PAJAK_DIBAYAR_DIMUKA,PAJAK DIBAYAR DIMUKA,aset,32776892041.0,66630227568.0
nr_2025_08_nr023_biaya_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR023_BIAYA_DIBAYAR_DIMUKA,BIAYA DIBAYAR DIMUKA,aset,1865776868.0,4605493355.0
nr_2025_08_nr024_total_aktiva_lancar,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR024_TOTAL_AKTIVA_LANCAR,TOTAL AKTIVA LANCAR,aset,712215703068.0,896123826594.0
nr_2025_08_nr025_aktiva_tidak_lancar,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR025_AKTIVA_TIDAK_LANCAR,AKTIVA TIDAK LANCAR,aset,244591919211.0,279797573203.0
nr_2025_08_nr026_aset_lain_lain,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR026_ASET_LAIN_LAIN,ASET LAIN-LAIN,aset,27250759738.0,24507072198.0
nr_2025_08_nr027_investasi_asosiasi,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR027_INVESTASI_ASOSIASI,INVESTASI DALAM ENTITAS ASOSIASI,aset,31024747685.0,29114633769.0
nr_2025_08_nr028_kendaraan_disewakan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR028_KENDARAAN_DISEWAKAN,KENDARAAN UNTUK DISEWAKAN,aset,0.0,1266614831.0
nr_2025_08_nr029_akumulasi_penyusutan_kendaraan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR029_AKUMULASI_PENYUSUTAN_KENDARAAN,AKUMULASI PENYUSUTAN,aset,-6614815714.0,-6369276775.0
nr_2025_08_nr030_nilai_buku_kendaraan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR030_NILAI_BUKU_KENDARAAN,NILAI BUKU,aset,0.0,1243397788.0
nr_2025_08_nr031_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR031_ASET_TETAP,ASET TETAP,aset,191575785188.0,223178351476.0
nr_2025_08_nr032_harga_perolehan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR032_HARGA_PEROLEHAN_ASET_TETAP,HARGA PEROLEHAN AKTIVA TETAP,aset,262812352613.0,293313816141.0
nr_2025_08_nr033_akumulasi_penyusutan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR033_AKUMULASI_PENYUSUTAN_ASET_TETAP,AKUMULASI PENYUSUTAN,aset,-65723893711.0,-71087148771.0
nr_2025_08_nr034_nilai_buku_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR034_NILAI_BUKU_ASET_TETAP,NILAI BUKU,aset,185986188923.0,215425715923.0
nr_2025_08_nr035_aktiva_lain_lain,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR035_AKTIVA_LAIN_LAIN,AKTIVA LAIN-LAIN,aset,6381353997.0,7668634886.0
nr_2025_08_nr036_aset_piutang_lain,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR036_ASET_PIUTANG_LAIN,ASET PIUTANG LAIN,aset,0.0,0.0
nr_2025_08_nr037_aset_dalam_penyelesaian,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR037_ASET_DALAM_PENYELESAIAN,ASET DALAM PENYELESAIAN,aset,6300489146.0,7401193495.0
nr_2025_08_nr038_renovasi_bangunan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR038_RENOVASI_BANGUNAN,RENOVASI BANGUNAN YANG DISEWA,aset,0.0,0.0
nr_2025_08_nr039_uang_jaminan_proyek,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,NR039_UANG_JAMINAN_PROYEK,UANG JAMINAN PROYEK,aset,104530639.0,105485083.0
